match_id,season,date,round,referee,stadium,attendance,home_team,away_team,home_score,away_score,home_formation,away_formation,home_possession,away_possession,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_shots_blocked,away_shots_blocked,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_xg,away_xg,home_offsides,away_offsides,home_passes,away_passes,home_passes_accurate,away_passes_accurate,home_tackles,away_tackles,home_tackles_won,away_tackles_won,home_saves,away_saves,home_clearances,away_clearances,home_big_chances_missed,away_big_chances_missed,home_aerials_won,away_aerials_won,status
l1_championship_match_73285,2025,2026-01-25,19,Hakim BEN EL HADJ,STADE DE LA BEAUJOIRE-LOUIS FONTENEAU,23112,FC Nantes,OGC Nice,1,4,433,4231,52,48,20,7,5,4,11,3,4,,4,2,11,15,3,3,,,1.589,1.117,,3,447,370,337,270,22,24,15,16,,5,17,46,2,1,22,15,full_time
l1_championship_match_73286,2025,2026-01-25,19,Thomas LEONARD,STADE JEAN BOUIN,15003,Paris FC,Angers SCO,0,0,541,4231,60,40,8,7,1,1,5,4,2,2,2,1,14,7,1,1,,,0.799,0.662,2,1,624,365,545,287,19,15,14,6,1,1,20,23,1,,8,10,full_time
l1_championship_match_73289,2025,2026-01-30,20,Jérémy STINAT,STADE BOLLAERT-DELELIS,38158,RC Lens,Havre AC,1,0,3421,3412,53,47,15,8,3,2,9,5,3,1,4,3,20,10,1,2,,,2.082,0.553,,,473,410,399,319,23,16,12,8,2,2,31,26,1,1,14,15,full_time
l1_championship_match_73290,2025,2026-01-31,20,Bastien DECHEPY,STADE YVES-ALLAINMAT,14237,FC Lorient,FC Nantes,2,1,3421,3421,55,45,5,10,4,2,1,6,,2,1,4,12,18,4,5,,,0.523,1.422,2,2,566,419,495,352,12,17,8,9,1,2,17,29,,1,7,11,full_time
l1_championship_match_73292,2025,2026-01-31,20,Ruddy BUQUET,STADE LOUIS-II,5319,AS Monaco,Rennes,4,0,3421,352,48,52,14,8,6,4,5,3,3,1,5,2,15,9,1,2,,,2.206,0.384,3,5,418,496,331,413,20,13,13,8,4,2,20,12,,,5,9,full_time
l1_championship_match_73294,2025,2026-01-31,20,Jérémie PIGNARD,STADE JEAN BOUIN,19209,Paris FC,OM,2,2,541,3421,51,49,9,18,4,4,3,9,2,5,4,4,12,15,1,4,,,1.526,2.629,5,1,492,464,429,397,12,12,7,8,2,2,29,17,1,1,7,6,full_time
l1_championship_match_73288,2025,2026-02-01,20,Benoît MILLOT,STADE RAYMOND-KOPA,10336,Angers SCO,FC Metz,1,0,4231,433,63,37,17,5,7,,5,2,5,3,4,3,11,11,2,2,,1,1.499,0.453,1,1,666,328,613,262,16,13,7,6,1,6,24,25,1,,12,6,full_time
l1_championship_match_73291,2025,2026-02-01,20,François LETEXIER,GROUPAMA STADIUM,56150,OL,LOSC,1,0,433,4231,44,56,3,11,2,4,,5,1,2,2,7,15,11,1,4,,,0.537,0.532,1,1,415,560,338,500,24,26,18,12,4,1,30,11,,,12,12,full_time
l1_championship_match_73293,2025,2026-02-01,20,Stéphanie FRAPPART,ALLIANZ RIVIERA,18757,OGC Nice,Brest,2,2,4231,4231,57,43,15,12,7,2,2,6,6,4,6,5,15,21,5,3,,,1.205,1.676,1,,507,338,427,261,15,24,9,18,,5,24,46,1,1,17,22,full_time
l1_championship_match_73295,2025,2026-02-01,20,Eric WATTELLIER,STADE DE LA MEINAU,31324,Strasbourg,PSG,1,2,4231,433,35,65,9,13,4,4,2,4,3,5,5,7,8,6,1,,,1,2.309,1.339,5,,319,698,269,636,10,13,7,7,2,3,16,18,2,1,7,6,full_time
l1_championship_match_73296,2025,2026-02-01,20,Romain LISSORGUE,STADIUM,23704,Toulouse FC,AJ Auxerre,0,0,3421,433,50,50,12,8,4,2,4,4,4,2,5,4,12,13,1,2,,,0.695,0.908,2,1,459,463,382,376,20,11,11,9,2,4,25,25,1,2,23,14,full_time
l1_championship_match_73302,2025,2026-02-06,21,Guillaume PARADIS,STADE SAINT-SYMPHORIEN,20378,FC Metz,LOSC,0,0,4231,4231,45,55,6,16,2,2,3,8,1,6,1,6,12,9,1,1,,,0.626,1.648,3,1,318,442,254,370,18,16,13,14,2,2,30,18,1,1,13,18,full_time
l1_championship_match_73299,2025,2026-02-07,21,Gaël ANGOULA,STADE FRANCIS-LE BLÉ,14944,Brest,FC Lorient,2,0,4231,3421,43,57,12,13,5,2,4,7,3,4,7,7,11,10,2,,,,1.735,0.741,2,1,360,515,281,443,19,12,8,7,2,2,34,28,2,1,17,19,full_time
l1_championship_match_73301,2025,2026-02-07,21,Jérémie PIGNARD,STADE BOLLAERT-DELELIS,38174,RC Lens,Rennes,3,1,3421,352,52,48,9,14,3,1,3,8,3,5,4,4,13,17,3,2,1,,1.159,1.503,2,1,432,398,365,340,18,19,10,13,,,25,22,,2,9,8,full_time
l1_championship_match_73303,2025,2026-02-07,21,Mathieu VERNICE,STADE DE LA BEAUJOIRE-LOUIS FONTENEAU,30849,FC Nantes,OL,0,1,3421,433,51,49,13,10,2,3,8,6,3,1,5,4,13,11,4,2,,1,0.755,1.406,3,,436,390,363,321,22,20,16,13,2,2,23,37,2,2,18,11,full_time
l1_championship_match_73297,2025,2026-02-08,21,Clément TURPIN,STADE RAYMOND-KOPA,11237,Angers SCO,Toulouse FC,1,0,4231,3421,52,48,12,12,4,5,7,5,1,2,3,5,11,16,3,2,,,1.049,0.509,1,,473,446,411,377,19,21,10,14,5,3,22,16,2,1,15,14,full_time
l1_championship_match_73298,2025,2026-02-08,21,François LETEXIER,STADE DE L'ABBÉ-DESCHAMPS,15834,AJ Auxerre,Paris FC,0,0,433,541,49,51,12,7,2,4,6,3,4,,7,4,8,11,1,4,,,0.944,0.767,2,3,415,455,340,384,11,16,6,9,4,2,11,30,2,1,17,11,full_time
l1_championship_match_73300,2025,2026-02-08,21,Abdelatif KHERRADJI,STADE OCÉANE,18014,Havre AC,Strasbourg,2,1,433,4231,50,50,15,10,7,3,5,1,3,6,9,3,15,12,2,1,,1,0.906,0.423,2,1,388,387,332,331,27,22,18,13,2,5,21,21,,1,6,4,full_time
l1_championship_match_73304,2025,2026-02-08,21,Benoît BASTIEN,ALLIANZ RIVIERA,24243,OGC Nice,AS Monaco,0,0,4231,3421,46,54,13,10,4,2,7,6,2,2,8,6,10,11,2,2,,,0.568,0.618,2,1,328,433,242,337,15,26,12,18,2,3,30,27,,1,15,16,full_time
l1_championship_match_73305,2025,2026-02-08,21,Willy DELAJOD,PARC DES PRINCES,47926,PSG,OM,5,0,433,541,58,42,22,9,7,3,12,2,3,4,5,2,11,18,2,2,,,4.391,0.659,3,1,548,395,491,321,14,14,7,8,3,3,11,11,6,1,9,9,full_time
l1_championship_match_73312,2025,2026-02-13,22,Eric WATTELLIER,STADE LOUIS-II,5237,AS Monaco,FC Nantes,3,1,4231,3421,48,52,12,13,6,2,3,5,3,6,9,3,15,8,4,2,1,,1.784,1.145,2,2,407,462,326,385,22,20,12,14,1,3,27,22,2,2,12,17,full_time
l1_championship_match_73314,2025,2026-02-13,22,Benoît BASTIEN,ROAZHON PARK,28545,Rennes,PSG,3,1,4231,433,38,62,13,22,4,7,4,7,5,8,5,8,10,9,,,,,1.356,3.581,3,1,302,631,230,567,16,21,11,15,6,1,30,14,1,8,6,10,full_time
l1_championship_match_73307,2025,2026-02-14,22,Hakim BEN EL HADJ,DECATHLON ARENA – STADE PIERRE-MAUROY,44145,LOSC,Brest,1,1,4231,4231,64,36,20,11,5,4,7,3,8,4,13,1,6,12,,1,,,1.649,0.697,2,,614,274,534,189,15,21,9,11,3,4,27,38,1,1,15,13,full_time
l1_championship_match_73310,2025,2026-02-14,22,François LETEXIER,ORANGE VÉLODROME,59238,OM,Strasbourg,2,2,4231,4231,46,54,10,12,6,4,4,7,,1,5,5,11,10,4,2,,,1.325,1.922,,,429,549,362,490,25,17,18,10,2,4,24,21,1,3,11,8,full_time
l1_championship_match_73313,2025,2026-02-14,22,Bastien DECHEPY,STADE JEAN BOUIN,17536,Paris FC,RC Lens,0,5,3421,3421,54,46,11,17,6,6,2,5,3,6,3,5,13,9,2,1,,,0.606,3.919,,6,588,415,501,352,20,20,15,11,1,6,25,18,,3,8,10,full_time
l1_championship_match_73306,2025,2026-02-15,22,Jérôme BRISARD,STADE OCÉANE,18345,Havre AC,Toulouse FC,2,1,3142,3421,39,61,5,25,2,9,2,7,1,9,1,10,7,16,2,4,1,,1.161,2.36,1,1,280,556,204,486,22,22,13,6,8,1,45,5,,3,20,14,full_time
l1_championship_match_73308,2025,2026-02-15,22,Stéphanie FRAPPART,STADE YVES-ALLAINMAT,13720,FC Lorient,Angers SCO,2,0,3421,4231,57,43,8,10,2,3,5,3,1,4,3,2,7,8,,,,,0.954,0.418,1,1,641,453,573,392,16,13,13,10,3,,10,20,,,6,14,full_time
l1_championship_match_73309,2025,2026-02-15,22,Thomas LEONARD,GROUPAMA STADIUM,48618,OL,OGC Nice,2,0,3421,4231,56,44,9,10,2,3,4,4,3,3,8,5,16,12,3,1,,,1.523,1.458,,,616,457,546,382,10,12,6,7,3,,25,13,2,3,12,7,full_time
l1_championship_match_73311,2025,2026-02-15,22,Marc BOLLENGIER,STADE SAINT-SYMPHORIEN,22931,FC Metz,AJ Auxerre,1,3,4231,433,57,43,13,14,4,3,5,6,4,5,4,3,13,12,2,2,,,0.812,1.117,,3,553,337,481,276,17,22,12,15,2,3,21,28,1,1,10,10,full_time
l1_championship_match_73317,2025,2026-02-20,23,Romain LISSORGUE,STADE FRANCIS-LE BLÉ,14482,Brest,OM,2,0,4231,4141,37,63,12,17,4,4,6,9,2,4,3,2,10,17,1,4,,,1.263,1.686,2,1,304,637,226,570,20,15,10,6,4,2,42,26,4,1,20,14,full_time
l1_championship_match_73318,2025,2026-02-21,23,Willy DELAJOD,STADE BOLLAERT-DELELIS,37727,RC Lens,AS Monaco,2,3,3421,3142,53,47,18,10,7,5,6,4,5,1,7,2,13,12,2,2,,,1.807,1.696,1,,450,422,385,344,17,19,12,11,2,5,22,24,1,2,10,10,full_time
l1_championship_match_73321,2025,2026-02-21,23,Abdelatif KHERRADJI,PARC DES PRINCES,46841,PSG,FC Metz,3,0,433,4141,64,36,17,3,7,,5,2,5,1,4,1,9,15,,2,,,2.407,0.089,3,2,695,333,647,276,11,16,7,5,,4,10,17,2,,9,7,full_time
l1_championship_match_73323,2025,2026-02-21,23,Benoît MILLOT,STADIUM,23200,Toulouse FC,Paris FC,1,1,3421,541,53,47,23,5,10,2,5,1,8,2,12,3,13,7,2,5,,,2.931,0.883,1,3,471,387,400,310,17,20,11,13,1,9,12,41,4,,15,8,full_time
l1_championship_match_73315,2025,2026-02-22,23,Mathieu VERNICE,STADE RAYMOND-KOPA,0,Angers SCO,LOSC,0,1,4231,4231,46,54,5,14,2,5,3,6,,3,1,7,14,11,3,1,,,0.389,2.333,2,1,455,542,374,475,16,20,11,14,4,2,18,13,,3,16,10,full_time
l1_championship_match_73316,2025,2026-02-22,23,Gaël ANGOULA,STADE DE L'ABBÉ-DESCHAMPS,15894,AJ Auxerre,Rennes,0,3,433,4231,45,55,11,12,2,7,7,3,2,2,4,5,17,22,1,4,,,0.691,1.141,1,2,347,471,253,378,26,25,16,17,3,2,18,29,1,,13,10,full_time
l1_championship_match_73319,2025,2026-02-22,23,Jérémie PIGNARD,STADE DE LA BEAUJOIRE-LOUIS FONTENEAU,23341,FC Nantes,Havre AC,2,0,352,433,36,64,9,6,2,1,2,3,5,2,5,6,17,13,4,3,,,1.262,0.699,,4,207,526,132,445,24,13,14,7,1,1,42,25,2,2,18,23,full_time
l1_championship_match_73320,2025,2026-02-22,23,Jérémy STINAT,ALLIANZ RIVIERA,18083,OGC Nice,FC Lorient,3,3,4231,3421,42,58,8,17,4,5,2,9,2,3,3,7,15,4,2,3,,,3.242,2.217,,2,360,544,287,464,22,11,16,7,2,,37,13,2,1,22,21,full_time
l1_championship_match_73322,2025,2026-02-22,23,Ruddy BUQUET,STADE DE LA MEINAU,29000,Strasbourg,OL,3,1,4231,433,51,49,13,4,7,2,4,1,2,1,4,2,11,12,1,2,,,2.151,0.337,3,2,448,458,396,383,11,17,4,9,1,4,14,23,4,1,4,6,full_time
l1_championship_match_73332,2025,2026-02-27,24,Clément TURPIN,STADE DE LA MEINAU,29000,Strasbourg,RC Lens,1,1,4231,3421,54,46,8,25,5,5,1,16,2,4,2,8,9,8,2,2,,,0.84,1.834,,2,533,409,460,341,19,20,11,12,4,4,25,13,1,4,7,8,full_time
l1_championship_match_73324,2025,2026-02-28,24,Marc BOLLENGIER,STADE OCÉANE,23569,Havre AC,PSG,0,1,3421,433,36,64,10,22,2,9,4,8,4,5,3,3,12,10,3,,,,0.675,3.821,3,3,322,699,243,636,17,10,11,5,7,2,20,23,2,6,7,9,full_time
l1_championship_match_73329,2025,2026-02-28,24,Guillaume PARADIS,STADE LOUIS-II,5186,AS Monaco,Angers SCO,2,0,3421,352,67,33,10,6,4,2,4,2,2,2,5,2,9,10,,3,,,1.515,0.738,1,,778,294,699,229,20,16,19,7,2,2,18,16,2,1,23,10,full_time
l1_championship_match_73331,2025,2026-02-28,24,Stéphanie FRAPPART,ROAZHON PARK,28060,Rennes,Toulouse FC,1,0,433,3421,61,39,10,9,2,2,6,6,2,1,6,1,9,13,1,3,,,0.891,0.552,1,,666,358,577,271,20,26,9,15,2,1,24,24,2,1,12,11,full_time
l1_championship_match_73325,2025,2026-03-01,24,Thomas LEONARD,DECATHLON ARENA – STADE PIERRE-MAUROY,39161,LOSC,FC Nantes,1,0,4231,532,66,34,9,3,3,1,2,1,4,1,4,1,11,15,3,1,,,0.632,0.192,3,2,607,227,513,140,15,22,5,14,1,2,21,30,,,20,16,full_time
l1_championship_match_73326,2025,2026-03-01,24,Ruddy BUQUET,STADE YVES-ALLAINMAT,16071,FC Lorient,AJ Auxerre,2,2,3421,442,50,50,15,10,5,3,5,4,5,3,3,7,11,10,1,3,,,1.117,1.409,,,455,449,388,375,15,20,10,9,1,3,28,22,1,1,21,13,full_time
l1_championship_match_73327,2025,2026-03-01,24,Jérôme BRISARD,ORANGE VÉLODROME,66225,OM,OL,3,2,4231,41212,51,49,18,12,7,6,5,5,6,1,8,1,16,8,3,2,,,2.326,1.468,,4,456,439,376,359,19,17,13,10,4,4,15,27,1,3,15,9,full_time
l1_championship_match_73328,2025,2026-03-01,24,Jérémy STINAT,STADE SAINT-SYMPHORIEN,19705,FC Metz,Brest,0,1,4141,4231,60,40,24,6,6,1,9,2,9,3,12,4,14,11,2,1,,1,1.516,0.874,1,,553,308,492,231,21,25,11,14,,6,13,42,2,1,23,18,full_time
l1_championship_match_73330,2025,2026-03-01,24,Hakim BEN EL HADJ,STADE JEAN BOUIN,14879,Paris FC,OGC Nice,1,0,4231,4231,43,57,16,11,6,3,6,4,4,4,8,6,7,8,5,2,1,,1.23,1.273,1,1,347,520,261,441,18,16,5,5,3,5,37,15,,2,21,12,full_time
l1_championship_match_73340,2025,2026-03-06,25,Ruddy BUQUET,PARC DES PRINCES,46806,PSG,AS Monaco,1,3,433,3412,65,35,20,11,6,6,10,3,4,2,7,3,12,6,1,3,,,1.09,1.335,1,2,704,269,633,203,18,25,15,18,3,5,16,19,2,1,15,2,full_time
l1_championship_match_73333,2025,2026-03-07,25,Jérémie PIGNARD,STADE DE L'ABBÉ-DESCHAMPS,16237,AJ Auxerre,Strasbourg,0,0,442,4231,33,67,10,13,4,5,3,5,3,3,5,4,10,11,1,2,,,0.747,1.084,1,3,238,672,168,606,23,9,13,3,5,4,24,18,,5,9,8,full_time
l1_championship_match_73338,2025,2026-03-07,25,Willy DELAJOD,STADE DE LA BEAUJOIRE-LOUIS FONTENEAU,25042,FC Nantes,Angers SCO,0,1,532,352,49,51,13,11,3,4,8,5,2,2,3,4,14,19,1,1,,,0.839,0.701,1,3,371,417,305,345,20,16,11,11,3,3,23,33,,,22,20,full_time
l1_championship_match_73341,2025,2026-03-07,25,Bastien DECHEPY,STADIUM,31788,Toulouse FC,OM,0,1,3421,3412,50,50,12,10,2,3,7,6,3,1,4,2,15,14,2,3,,,0.914,1.13,3,1,438,461,363,386,19,26,10,11,2,2,10,22,1,3,8,9,full_time
l1_championship_match_73334,2025,2026-03-08,25,Benoît BASTIEN,STADE FRANCIS-LE BLÉ,14601,Brest,Havre AC,2,0,4231,433,44,56,11,14,2,,7,11,2,3,1,3,15,17,3,1,,,1.106,0.905,1,,337,484,252,406,24,14,8,9,,,28,26,1,1,13,23,full_time
l1_championship_match_73335,2025,2026-03-08,25,Mathieu VERNICE,STADE BOLLAERT-DELELIS,37381,RC Lens,FC Metz,3,0,3421,532,51,49,24,5,7,,12,2,5,3,6,4,12,17,,3,,,2.754,0.396,3,1,487,469,427,401,15,23,9,12,,4,13,29,4,,13,12,full_time
l1_championship_match_73336,2025,2026-03-08,25,Abdelatif KHERRADJI,DECATHLON ARENA – STADE PIERRE-MAUROY,42082,LOSC,FC Lorient,1,1,4312,541,55,45,12,9,2,5,7,3,3,1,5,1,14,13,3,1,,,0.699,0.453,1,,529,394,461,335,16,14,11,13,3,1,11,31,1,,13,11,full_time
l1_championship_match_73337,2025,2026-03-08,25,Eric WATTELLIER,GROUPAMA STADIUM,42148,OL,Paris FC,1,1,4141,433,58,42,14,14,4,4,8,7,2,3,8,2,7,9,2,,,,1.853,1.779,,2,552,354,493,285,11,13,5,6,3,3,14,45,2,3,19,13,full_time
l1_championship_match_73339,2025,2026-03-08,25,Romain LISSORGUE,ALLIANZ RIVIERA,21134,OGC Nice,Rennes,0,4,4231,433,42,58,14,12,2,7,6,3,6,2,7,1,9,8,2,1,,,1.971,1.631,4,3,394,614,306,527,16,18,7,11,3,3,12,27,6,2,10,10,full_time
l1_championship_match_73345,2025,2026-03-13,26,Marc BOLLENGIER,ORANGE VÉLODROME,55766,OM,AJ Auxerre,1,0,4231,541,56,44,16,8,3,3,7,2,6,3,9,2,12,17,4,2,,,0.824,0.309,1,,518,379,450,305,13,14,8,9,3,2,24,32,,,15,8,full_time
l1_championship_match_73342,2025,2026-03-14,26,François LETEXIER,STADE RAYMOND-KOPA,12709,Angers SCO,OGC Nice,0,2,352,3511,47,53,10,12,,8,8,2,2,2,7,6,10,13,1,3,,,0.914,1.81,1,1,436,510,365,447,17,16,11,10,6,,28,24,1,2,10,12,full_time
l1_championship_match_73344,2025,2026-03-14,26,Thomas LEONARD,STADE YVES-ALLAINMAT,15942,FC Lorient,RC Lens,2,1,3421,3421,38,62,6,20,3,6,1,10,2,4,1,10,6,11,2,3,,,1.463,1.214,1,,339,621,260,568,18,13,7,7,5,1,48,15,1,,15,16,full_time
l1_championship_match_73347,2025,2026-03-14,26,Jérémie PIGNARD,STADE LOUIS-II,5288,AS Monaco,Brest,2,0,3421,4231,55,45,10,13,4,1,4,9,2,3,3,8,9,8,2,1,,,2.318,1.477,5,,523,393,439,301,14,28,8,17,1,2,36,20,3,2,17,20,full_time
l1_championship_match_73343,2025,2026-03-15,26,Jérémy STINAT,STADE OCÉANE,22264,Havre AC,OL,0,0,4132,4231,40,60,12,13,4,4,7,7,1,2,2,2,7,16,1,3,1,,0.724,1.089,5,3,267,511,205,446,18,14,12,10,4,4,23,18,,1,10,14,full_time
l1_championship_match_73346,2025,2026-03-15,26,Gaël ANGOULA,STADE SAINT-SYMPHORIEN,19760,FC Metz,Toulouse FC,3,4,4231,343,51,49,17,19,8,6,6,6,3,7,4,4,10,13,,3,,,1.597,1.629,,,499,498,442,433,18,14,11,7,2,5,18,14,1,,15,12,full_time
l1_championship_match_73349,2025,2026-03-15,26,Jérôme BRISARD,ROAZHON PARK,28219,Rennes,LOSC,1,2,433,4231,57,43,12,8,4,3,5,2,3,3,5,2,16,7,2,5,,,0.987,1.618,3,1,579,402,493,315,10,15,5,10,1,3,13,31,2,,18,11,full_time
l1_championship_match_73350,2025,2026-03-15,26,Benoît MILLOT,STADE DE LA MEINAU,29865,Strasbourg,Paris FC,0,0,4231,541,58,42,12,11,3,2,2,6,7,3,12,4,11,17,1,,,,1.139,0.534,1,,575,380,520,311,24,13,14,9,2,3,15,38,3,1,11,19,full_time
l1_championship_match_73348,2025,2026-04-22,26,Clément TURPIN,PARC DES PRINCES,47388,PSG,FC Nantes,3,0,433,532,66,34,14,11,6,4,4,2,4,5,7,6,11,8,2,1,,,2.165,1.187,2,2,732,303,664,240,14,11,9,6,4,3,16,25,,,12,10,full_time
l1_championship_match_73352,2025,2026-03-20,27,Stéphanie FRAPPART,STADE BOLLAERT-DELELIS,37303,RC Lens,Angers SCO,5,1,3421,4231,56,44,26,16,9,5,12,6,5,5,7,3,7,5,,,,,3.394,1.661,,3,592,435,530,364,17,20,9,16,4,4,16,15,3,,12,8,full_time
l1_championship_match_73351,2025,2026-03-21,27,Thomas LEONARD,STADE DE L'ABBÉ-DESCHAMPS,15336,AJ Auxerre,Brest,3,0,4411,4231,46,54,11,9,7,2,1,3,3,4,6,3,10,14,,4,1,,1.278,0.943,2,3,318,396,241,333,15,11,8,9,2,4,25,18,2,1,12,16,full_time
l1_championship_match_73356,2025,2026-03-21,27,Willy DELAJOD,ALLIANZ RIVIERA,28815,OGC Nice,PSG,0,4,3511,433,30,70,6,17,1,10,3,4,2,3,2,5,12,5,,1,1,,0.239,4.135,5,4,241,729,190,675,11,12,4,8,5,1,9,6,,4,5,6,full_time
l1_championship_match_73359,2025,2026-03-21,27,Guillaume PARADIS,STADIUM,23011,Toulouse FC,FC Lorient,1,0,343,3421,44,56,12,7,4,2,6,3,2,2,1,4,9,10,2,3,,,1.802,0.396,1,2,437,602,365,530,10,10,7,5,2,3,21,18,2,,9,8,full_time
l1_championship_match_73353,2025,2026-03-22,27,François LETEXIER,GROUPAMA STADIUM,56039,OL,AS Monaco,1,2,4231,3412,55,45,15,21,4,7,4,6,7,8,2,6,11,19,,3,1,,1.512,3.282,2,,461,357,377,277,9,16,7,11,6,2,26,25,1,4,15,13,full_time
l1_championship_match_73354,2025,2026-03-22,27,Benoît BASTIEN,ORANGE VÉLODROME,59865,OM,LOSC,1,2,4231,4231,54,46,14,11,3,4,6,4,5,3,6,4,8,6,1,3,,,0.672,0.978,,1,534,444,476,373,5,15,5,10,2,2,18,23,1,1,5,8,full_time
l1_championship_match_73355,2025,2026-03-22,27,Mathieu VERNICE,STADE DE LA BEAUJOIRE-LOUIS FONTENEAU,21878,FC Nantes,Strasbourg,2,3,4141,4231,40,60,13,13,9,9,4,1,,3,3,6,15,17,3,3,,,1.638,2.536,,2,327,576,254,522,19,11,12,7,6,7,18,27,1,3,6,6,full_time
l1_championship_match_73357,2025,2026-03-22,27,Clément TURPIN,STADE JEAN BOUIN,15612,Paris FC,Havre AC,3,2,433,4132,44,56,15,20,4,6,9,13,2,1,9,5,9,13,,1,1,,2.057,2.047,5,2,263,369,191,313,14,16,8,8,4,2,28,18,3,1,12,19,full_time
l1_championship_match_73358,2025,2026-03-22,27,Bastien DECHEPY,ROAZHON PARK,28206,Rennes,FC Metz,0,0,433,4231,61,39,25,7,8,2,11,4,6,1,8,2,13,13,1,3,,,1.487,0.329,2,2,602,291,534,208,21,19,11,14,2,8,16,40,2,,14,16,full_time
l1_championship_match_73367,2025,2026-04-03,28,Eric WATTELLIER,PARC DES PRINCES,47710,PSG,Toulouse FC,3,1,433,3421,67,33,17,5,7,1,6,4,4,,5,2,4,13,,1,,,1.987,0.161,2,4,814,314,737,245,19,10,8,5,,3,13,15,2,,8,7,full_time
l1_championship_match_73361,2025,2026-04-04,28,Marc BOLLENGIER,STADE FRANCIS-LE BLÉ,15031,Brest,Rennes,3,4,4231,442,42,58,10,15,4,7,3,5,3,3,3,7,13,11,3,3,,,1.304,2.963,2,3,315,503,240,425,16,10,10,7,3,1,26,29,1,1,15,19,full_time
l1_championship_match_73363,2025,2026-04-04,28,François LETEXIER,DECATHLON ARENA – STADE PIERRE-MAUROY,48491,LOSC,RC Lens,3,0,4231,3421,55,45,13,5,7,1,4,4,2,,3,3,9,13,3,2,,,3.678,0.591,1,1,469,371,397,293,15,13,10,7,1,4,17,24,3,1,9,10,full_time
l1_championship_match_73368,2025,2026-04-04,28,Thomas LEONARD,STADE DE LA MEINAU,29000,Strasbourg,OGC Nice,3,1,4231,442,58,42,16,8,6,3,7,1,3,4,4,10,7,15,,2,,,2.857,0.323,1,2,593,394,531,332,18,26,11,17,2,3,26,19,2,,14,8,full_time
l1_championship_match_73360,2025,2026-04-05,28,Ruddy BUQUET,STADE RAYMOND-KOPA,14674,Angers SCO,OL,0,0,532,4231,37,63,7,11,1,2,2,4,4,5,3,7,14,13,3,,,,0.3,0.731,1,,271,603,205,525,12,19,7,10,2,1,20,19,,1,10,11,full_time
l1_championship_match_73362,2025,2026-04-05,28,Benoît MILLOT,STADE OCÉANE,21053,Havre AC,AJ Auxerre,1,1,343,4231,52,48,10,12,3,2,5,5,2,5,5,5,16,21,2,2,,,0.652,1.807,3,3,396,361,320,289,16,18,8,16,1,2,11,24,,2,10,7,full_time
l1_championship_match_73364,2025,2026-04-05,28,Gaël ANGOULA,STADE YVES-ALLAINMAT,16211,FC Lorient,Paris FC,1,1,3421,4231,50,50,10,7,3,5,5,2,2,,5,6,8,6,1,2,,,1.21,0.968,3,,445,452,386,393,12,16,9,9,4,2,29,26,2,2,14,13,full_time
l1_championship_match_73365,2025,2026-04-05,28,Jérôme BRISARD,STADE SAINT-SYMPHORIEN,20591,FC Metz,FC Nantes,0,0,4231,4141,61,39,19,6,5,2,9,3,5,1,6,3,14,10,2,1,,1,2.277,0.458,6,1,568,291,499,227,23,17,16,11,2,5,18,27,3,,10,5,full_time
l1_championship_match_73366,2025,2026-04-05,28,Clément TURPIN,STADE LOUIS-II,10495,AS Monaco,OM,2,1,3421,3412,49,51,7,19,3,9,3,5,1,5,,8,14,9,2,2,,,1.577,2.23,2,4,409,441,342,369,20,11,12,8,7,1,24,14,3,4,7,6,full_time
l1_championship_match_73373,2025,2026-04-10,29,Stéphanie FRAPPART,ORANGE VÉLODROME,63923,OM,FC Metz,3,1,3421,4231,53,47,18,6,9,2,9,3,,1,7,4,12,8,1,2,,,3.558,0.482,3,,488,426,421,356,13,12,7,8,1,6,12,26,2,1,9,2,full_time
l1_championship_match_73375,2025,2026-04-10,29,Eric WATTELLIER,STADE JEAN BOUIN,16520,Paris FC,AS Monaco,4,1,4141,343,40,60,12,19,6,5,4,6,2,8,1,11,5,6,1,,,,2.625,2.312,1,3,330,616,247,526,16,16,12,7,4,2,41,12,3,1,9,16,full_time
l1_championship_match_73369,2025,2026-04-11,29,Willy DELAJOD,STADE DE L'ABBÉ-DESCHAMPS,17041,AJ Auxerre,FC Nantes,0,0,4231,4141,52,48,5,13,,4,3,7,2,2,3,2,20,15,,4,,,0.656,1.727,2,2,370,318,286,233,16,21,12,12,4,,24,23,2,3,21,23,full_time
l1_championship_match_73376,2025,2026-04-11,29,Mathieu VERNICE,ROAZHON PARK,26749,Rennes,Angers SCO,2,1,442,532,57,43,15,6,7,4,7,1,1,1,11,3,9,15,,2,,,1.222,1.117,4,1,571,382,500,313,13,15,6,8,3,6,20,33,,1,11,14,full_time
l1_championship_match_73372,2025,2026-04-12,29,Benoît BASTIEN,GROUPAMA STADIUM,43551,OL,FC Lorient,2,0,4141,3421,51,49,11,12,5,6,4,6,2,,4,6,17,14,4,1,,,1.225,1.868,,2,476,425,407,371,12,15,8,9,6,3,22,26,2,3,13,18,full_time
