match_id,season,date,round,round_name,referee,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_shots_blocked,away_shots_blocked,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_possession,away_possession,home_passes,away_passes,home_passes_accurate,away_passes_accurate,home_tackles,away_tackles,home_tackles_won,away_tackles_won,home_saves,away_saves,home_offsides,away_offsides,home_clearances,away_clearances,home_fouls_won,away_fouls_won,home_assists,away_assists,home_big_chances_missed,away_big_chances_missed,home_formation,away_formation,attendance,status
saison-2025-2026-jupiler-pro-league-1-royal-antwerp-fc-vs-union-sg,2025/26,2025-07-25,1,Journée 1,Erik Lambrechts,Royal Antwerp FC,Royale Union St-Gilloise,1,1,8,17,4,8,3,7,1,2,2,5,9,16,3,3,,,42.8,57.2,344,458,265,381,21,24,11,16,6,3,5,1,25,28,16,8,,1,1,2,3412,3421,,FullTime
saison-2025-2026-jupiler-pro-league-1-fcv-dender-eh-vs-cercle-brugge,2025/26,2025-07-26,1,Journée 1,Michiel Allaerts,Dender EH,Cercle Brugge KSV,0,0,11,10,3,2,6,6,2,2,3,3,13,13,,2,,,54,46,383,326,273,222,18,18,12,8,2,3,4,4,32,27,11,13,,,3,3,3142,442,,FullTime
saison-2025-2026-jupiler-pro-league-1-raal-la-louviere-vs-standard-de-liege,2025/26,2025-07-26,1,Journée 1,Lawrence Visser,RAAL La Louvière,Standard de Liège,0,2,14,9,2,4,6,3,6,2,6,1,15,12,2,1,,,44.5,55.5,351,462,267,383,11,20,6,12,2,2,1,2,20,63,12,12,,,1,,343,4231,,FullTime
saison-2025-2026-jupiler-pro-league-1-sv-zulte-waregem-vs-kv-mechelen,2025/26,2025-07-26,1,Journée 1,Kevin van Damme,SV Zulte Waregem,KV Mechelen,1,1,21,7,5,2,7,3,9,2,9,6,8,8,3,3,,,56,44,524,413,452,349,19,19,10,9,1,4,,,21,40,8,8,,1,1,,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-1-club-brugge-vs-krc-genk,2025/26,2025-07-27,1,Journée 1,Jasper Vergoote,Club Brugge,KRC Genk,2,1,18,17,4,10,8,6,6,1,8,6,10,7,1,2,1,,56.2,43.8,508,396,430,329,13,21,7,15,8,2,2,,18,35,7,10,1,1,2,5,433,4231,,FullTime
saison-2025-2026-jupiler-pro-league-1-oh-leuven-vs-sporting-charleroi,2025/26,2025-07-27,1,Journée 1,Nathan Verboomen,OH Leuven,Sporting de Charleroi,2,2,7,16,3,9,3,5,1,2,4,8,15,14,2,2,,,44.3,55.7,341,419,263,344,17,15,11,8,6,1,2,5,36,23,13,12,2,,2,2,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-1-rsc-anderlecht-vs-kvc-westerlo,2025/26,2025-07-27,1,Journée 1,Simon Bourdeaud'hui,Royal Sporting Club Anderlecht,KVC Westerlo,5,2,25,10,10,4,7,2,8,4,8,3,14,14,4,2,,,48.1,51.9,378,422,315,339,18,19,13,8,1,5,5,,20,25,12,12,3,2,1,1,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-1-stvv-vs-kaa-gent,2025/26,2025-07-27,1,Journée 1,Bert Put,STVV,KAA Gent,3,1,13,12,5,2,6,2,2,8,4,6,13,10,1,1,,,47.9,52.1,408,439,316,341,22,11,13,10,1,3,,4,30,15,9,12,2,,2,,4231,442,,FullTime
saison-2025-2026-jupiler-pro-league-2-kv-mechelen-vs-club-brugge,2025/26,2025-08-01,2,Journée 2,Erik Lambrechts,KV Mechelen,Club Brugge,2,1,9,20,5,6,2,9,2,5,3,3,11,7,4,,,,34.5,65.5,343,649,283,587,5,13,3,7,5,3,1,1,29,11,5,11,1,1,2,5,3412,433,,FullTime
saison-2025-2026-jupiler-pro-league-2-kaa-gent-vs-raal-la-louviere,2025/26,2025-08-02,2,Journée 2,Nathan Verboomen,KAA Gent,RAAL La Louvière,1,0,11,5,6,1,3,4,2,,5,2,12,19,,1,,,77.5,22.5,640,185,547,96,10,16,6,9,1,5,3,,25,42,17,10,,,2,1,442,343,,FullTime
saison-2025-2026-jupiler-pro-league-2-kvc-westerlo-vs-sv-zulte-waregem,2025/26,2025-08-02,2,Journée 2,Bert Verbeke,KVC Westerlo,SV Zulte Waregem,3,1,13,12,7,4,3,5,3,3,3,5,7,10,1,1,,,47.8,52.2,416,459,340,395,18,11,12,5,3,2,,1,25,31,9,7,2,1,2,1,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-2-standard-de-liege-vs-fcv-dender-eh,2025/26,2025-08-02,2,Journée 2,Simon Bourdeaud'hui,Standard de Liège,Dender EH,1,1,10,9,6,2,3,5,1,2,5,1,11,13,3,3,,,46.4,53.6,439,520,356,420,10,16,3,10,1,5,1,,21,22,11,10,1,1,1,,4231,343,,FullTime
saison-2025-2026-jupiler-pro-league-2-cercle-brugge-vs-rsc-anderlecht,2025/26,2025-08-03,2,Journée 2,Wesli De Cremer,Cercle Brugge KSV,Royal Sporting Club Anderlecht,0,2,12,9,2,5,5,3,5,1,5,3,7,21,2,2,,,53.8,46.2,449,392,364,290,15,22,8,16,2,2,2,2,25,26,21,7,,1,,1,442,4231,,FullTime
saison-2025-2026-jupiler-pro-league-2-krc-genk-vs-royal-antwerp-fc,2025/26,2025-08-03,2,Journée 2,Lawrence Visser,KRC Genk,Royal Antwerp FC,1,1,16,6,3,5,9,,4,1,4,2,11,10,,2,,,72.9,27.1,709,255,643,187,17,14,10,8,4,2,,1,23,39,7,10,1,1,1,,4231,532,,FullTime
saison-2025-2026-jupiler-pro-league-2-sporting-charleroi-vs-stvv,2025/26,2025-08-03,2,Journée 2,Kevin van Damme,Sporting de Charleroi,STVV,1,1,4,14,2,4,,5,2,5,1,7,18,14,3,1,1,,36.8,63.2,253,418,175,348,20,12,12,5,3,1,1,1,37,17,14,17,,,,,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-2-union-sg-vs-oh-leuven,2025/26,2025-08-03,2,Journée 2,Jan Boterberg,Royale Union St-Gilloise,OH Leuven,5,0,18,6,10,,5,3,3,3,4,7,12,9,1,2,,,52.1,47.9,350,318,286,247,28,26,18,19,,5,4,1,28,29,9,11,4,,1,,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-3-stvv-vs-fcv-dender-eh,2025/26,2025-08-08,3,Journée 3,Massimiliano Ledda,STVV,Dender EH,2,0,14,6,3,2,8,1,3,3,4,2,18,7,3,,,1,52.1,47.9,472,442,383,341,12,16,7,7,2,1,5,4,19,30,7,17,1,,5,1,4231,352,,FullTime
saison-2025-2026-jupiler-pro-league-3-club-brugge-vs-cercle-brugge,2025/26,2025-08-09,3,Journée 3,Lothar D'Hondt,Club Brugge,Cercle Brugge KSV,2,0,14,11,5,2,4,8,5,1,9,5,15,11,2,3,,1,65.3,34.7,527,274,459,210,12,12,7,8,2,3,3,1,23,32,8,15,,,1,3,4231,442,,FullTime
saison-2025-2026-jupiler-pro-league-3-kaa-gent-vs-union-sg,2025/26,2025-08-09,3,Journée 3,Jasper Vergoote,KAA Gent,Royale Union St-Gilloise,2,3,20,12,6,8,12,3,2,1,5,10,11,10,1,4,,,47.7,52.3,367,414,292,317,15,18,10,15,5,4,3,5,36,28,10,11,2,2,1,5,352,3412,,FullTime
saison-2025-2026-jupiler-pro-league-3-kvc-westerlo-vs-kv-mechelen,2025/26,2025-08-09,3,Journée 3,Michiel Allaerts,KVC Westerlo,KV Mechelen,0,1,18,5,2,3,10,2,6,,8,5,9,7,1,1,,,47.4,52.6,379,428,311,358,19,17,15,12,2,2,,2,39,37,6,8,,1,4,,4231,3142,,FullTime
saison-2025-2026-jupiler-pro-league-3-raal-la-louviere-vs-sporting-charleroi,2025/26,2025-08-10,3,Journée 3,Nicolas Laforge,RAAL La Louvière,Sporting de Charleroi,1,0,11,15,2,4,7,6,2,5,4,3,11,11,3,,,,32.4,67.6,226,490,156,414,18,25,15,14,4,2,3,1,30,25,9,10,,,3,1,532,4231,,FullTime
saison-2025-2026-jupiler-pro-league-3-royal-antwerp-fc-vs-oh-leuven,2025/26,2025-08-10,3,Journée 3,Wesli De Cremer,Royal Antwerp FC,OH Leuven,3,1,12,5,4,1,3,,5,4,5,3,8,21,3,3,,1,61.5,38.5,463,279,402,216,11,20,5,15,,1,5,2,30,25,19,8,1,1,,,352,3412,,FullTime
saison-2025-2026-jupiler-pro-league-3-rsc-anderlecht-vs-sv-zulte-waregem,2025/26,2025-08-10,3,Journée 3,Bert Put,Royal Sporting Club Anderlecht,SV Zulte Waregem,2,3,20,9,7,6,9,,4,3,6,5,11,11,,3,,,70.8,29.2,564,238,493,168,24,25,13,16,3,6,,2,14,36,10,10,,2,2,2,4222,3412,,FullTime
saison-2025-2026-jupiler-pro-league-3-standard-de-liege-vs-krc-genk,2025/26,2025-08-10,3,Journée 3,Nathan Verboomen,Standard de Liège,KRC Genk,2,1,6,20,5,5,,7,1,8,2,6,11,16,4,3,,,23.5,76.5,196,637,134,575,17,14,8,8,4,3,4,,43,12,16,11,1,1,2,3,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-4-oh-leuven-vs-krc-genk,2025/26,2025-08-15,4,Journée 4,Lothar D'Hondt,OH Leuven,KRC Genk,1,2,22,15,7,7,8,5,7,3,6,6,16,10,2,2,,,38.9,61.1,294,485,220,412,19,18,11,8,5,6,2,2,16,44,9,15,,2,3,1,532,4231,,FullTime
saison-2025-2026-jupiler-pro-league-4-kv-mechelen-vs-kaa-gent,2025/26,2025-08-16,4,Journée 4,Nicolas Laforge,KV Mechelen,KAA Gent,1,1,6,23,3,11,3,5,,7,2,11,9,9,2,1,,,37.4,62.6,345,567,261,492,17,10,7,8,10,2,2,,29,15,9,9,1,1,2,2,3412,352,,FullTime
saison-2025-2026-jupiler-pro-league-4-sv-zulte-waregem-vs-club-brugge,2025/26,2025-08-16,4,Journée 4,Jan Boterberg,SV Zulte Waregem,Club Brugge,0,1,5,18,1,4,1,7,3,7,3,9,9,9,1,2,,,32.3,67.7,310,631,226,551,14,11,8,7,2,2,,1,37,15,9,8,,1,,2,532,4231,,FullTime
saison-2025-2026-jupiler-pro-league-4-union-sg-vs-standard-de-liege,2025/26,2025-08-16,4,Journée 4,Bram van Driessche,Royale Union St-Gilloise,Standard de Liège,3,0,23,4,10,1,6,2,7,1,12,1,13,6,1,,,1,69.9,30.1,614,269,545,203,17,13,9,8,2,7,4,1,12,34,6,13,2,,3,2,3412,3142,,FullTime
saison-2025-2026-jupiler-pro-league-4-cercle-brugge-vs-kvc-westerlo,2025/26,2025-08-17,4,Journée 4,Anthony Letellier,Cercle Brugge KSV,KVC Westerlo,4,1,12,25,7,6,3,15,2,4,1,11,10,16,,1,,,46.6,53.4,335,378,258,269,30,26,22,15,5,3,3,,45,13,16,8,4,1,1,,442,4231,,FullTime
saison-2025-2026-jupiler-pro-league-4-fcv-dender-eh-vs-rsc-anderlecht,2025/26,2025-08-17,4,Journée 4,Lawrence Visser,Dender EH,Royal Sporting Club Anderlecht,0,2,8,17,4,5,3,11,1,1,2,7,7,12,1,1,,,40.8,59.2,360,528,279,445,20,14,15,9,3,4,2,,26,28,12,7,,2,1,1,532,4231,,FullTime
saison-2025-2026-jupiler-pro-league-4-sporting-charleroi-vs-royal-antwerp-fc,2025/26,2025-08-17,4,Journée 4,Simon Bourdeaud'hui,Sporting de Charleroi,Royal Antwerp FC,1,1,13,10,4,5,4,3,5,2,4,1,18,17,3,3,,,51.5,48.5,363,345,288,278,6,17,4,8,4,3,1,3,25,37,17,18,1,1,,,433,3142,,FullTime
saison-2025-2026-jupiler-pro-league-4-stvv-vs-raal-la-louviere,2025/26,2025-08-17,4,Journée 4,Bert Verbeke,STVV,RAAL La Louvière,2,1,14,10,7,5,4,4,3,1,4,5,14,9,1,2,,,60.6,39.4,528,330,437,248,26,20,14,12,4,5,4,2,39,28,9,14,2,1,3,2,4231,532,,FullTime
saison-2025-2026-jupiler-pro-league-5-standard-de-liege-vs-cercle-brugge,2025/26,2025-08-23,5,Journée 5,Jan Boterberg,Standard de Liège,Cercle Brugge KSV,0,3,15,18,3,10,7,4,5,4,4,3,4,12,1,3,,,56.2,43.8,475,368,381,269,20,25,15,18,6,3,2,3,42,26,10,4,,2,,7,4231,442,,FullTime
saison-2025-2026-jupiler-pro-league-5-sv-zulte-waregem-vs-stvv,2025/26,2025-08-23,5,Journée 5,Kevin van Damme,SV Zulte Waregem,STVV,0,2,6,18,2,4,1,8,3,6,2,11,10,14,2,,1,,36.1,63.9,293,518,225,433,6,7,6,5,2,2,3,,28,30,14,10,,2,,2,352,4231,,FullTime
saison-2025-2026-jupiler-pro-league-5-fcv-dender-eh-vs-oh-leuven,2025/26,2025-08-24,5,Journée 5,Jasper Vergoote,Dender EH,OH Leuven,0,1,4,11,2,4,2,3,,4,4,6,8,14,3,4,,,59.4,40.6,463,319,368,226,21,17,11,9,3,2,5,2,19,29,13,7,,1,,1,3142,3421,,FullTime
saison-2025-2026-jupiler-pro-league-5-raal-la-louviere-vs-union-sg,2025/26,2025-08-24,5,Journée 5,Nathan Verboomen,RAAL La Louvière,Royale Union St-Gilloise,0,0,5,10,1,5,3,4,1,1,5,2,6,15,2,3,,,32.3,67.7,253,565,159,462,15,24,9,16,5,1,1,5,31,34,14,6,,,,1,532,3412,,FullTime
saison-2025-2026-jupiler-pro-league-5-royal-antwerp-fc-vs-kv-mechelen,2025/26,2025-08-24,5,Journée 5,Bram van Driessche,Royal Antwerp FC,KV Mechelen,2,1,9,25,2,8,4,11,3,6,6,13,13,8,,3,1,,39.6,60.4,286,442,231,372,26,13,12,12,7,,1,1,38,16,8,13,2,,1,4,3142,3412,,FullTime
saison-2025-2026-jupiler-pro-league-5-krc-genk-vs-sporting-charleroi,2025/26,2025-09-17,5,Journée 5,Simon Bourdeaud'hui,KRC Genk,Sporting de Charleroi,0,1,15,9,3,2,4,4,8,3,4,3,11,11,,2,,,68.7,31.3,596,277,524,195,12,19,7,13,1,3,1,3,20,54,11,11,,1,1,1,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-5-rsc-anderlecht-vs-kaa-gent,2025/26,2025-09-23,5,Journée 5,Nicolas Laforge,Royal Sporting Club Anderlecht,KAA Gent,1,0,17,8,9,2,4,5,4,1,8,2,16,12,3,3,,,53.9,46.1,508,435,403,340,19,15,9,11,2,8,3,,11,49,11,16,1,,2,1,343,3421,,FullTime
saison-2025-2026-jupiler-pro-league-5-club-brugge-vs-kvc-westerlo,2025/26,2025-09-24,5,Journée 5,Lawrence Visser,Club Brugge,KVC Westerlo,5,5,17,21,5,8,5,7,7,6,5,4,9,14,1,3,,,71.4,28.6,685,269,607,207,22,23,14,15,4,1,,1,13,42,14,7,3,3,3,3,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-6-cercle-brugge-vs-stvv,2025/26,2025-08-29,6,Journée 6,Nicolas Laforge,Cercle Brugge KSV,STVV,1,1,13,17,4,5,4,10,5,2,3,8,8,9,2,1,,,51.4,48.6,372,347,265,257,17,17,11,10,4,3,1,1,26,47,9,8,1,1,2,3,442,4231,,FullTime
saison-2025-2026-jupiler-pro-league-6-kv-mechelen-vs-raal-la-louviere,2025/26,2025-08-30,6,Journée 6,Massimiliano Ledda,KV Mechelen,RAAL La Louvière,3,2,13,12,8,3,4,6,1,3,4,6,13,9,1,,,,66.1,33.9,481,233,410,156,18,17,10,13,3,5,2,,44,22,9,12,3,,3,1,3421,532,,FullTime
saison-2025-2026-jupiler-pro-league-6-kvc-westerlo-vs-royal-antwerp-fc,2025/26,2025-08-30,6,Journée 6,Jan Boterberg,KVC Westerlo,Royal Antwerp FC,2,0,16,13,9,3,5,5,2,5,5,4,19,14,2,3,,,39,61,277,431,222,353,11,21,5,11,3,6,1,3,37,18,13,18,1,,3,3,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-6-sporting-charleroi-vs-fcv-dender-eh,2025/26,2025-08-30,6,Journée 6,Wesli De Cremer,Sporting de Charleroi,Dender EH,3,1,11,9,4,4,3,2,4,3,5,4,12,15,1,,,,50.8,49.2,469,456,390,354,15,15,8,10,3,1,3,1,25,21,15,12,2,1,1,1,4231,532,,FullTime
saison-2025-2026-jupiler-pro-league-6-kaa-gent-vs-club-brugge,2025/26,2025-08-31,6,Journée 6,Lothar D'Hondt,KAA Gent,Club Brugge,1,1,14,14,2,6,7,2,5,6,6,7,12,11,4,2,,,49.5,50.5,473,498,397,417,11,14,7,5,5,1,1,3,26,24,11,12,1,1,,3,3421,4231,,FullTime
saison-2025-2026-jupiler-pro-league-6-krc-genk-vs-sv-zulte-waregem,2025/26,2025-08-31,6,Journée 6,Bram van Driessche,KRC Genk,SV Zulte Waregem,3,2,11,8,4,3,4,3,3,2,5,5,9,21,2,2,1,,46.6,53.4,380,438,313,369,12,12,5,8,1,1,,,22,24,20,9,3,1,1,,4231,343,,FullTime
saison-2025-2026-jupiler-pro-league-6-oh-leuven-vs-standard-de-liege,2025/26,2025-08-31,6,Journée 6,Lawrence Visser,OH Leuven,Standard de Liège,1,0,9,7,3,1,4,5,2,1,4,4,12,11,3,3,,,40.2,59.8,321,465,218,378,12,13,6,7,1,3,3,3,29,30,11,11,,,,,3412,433,,FullTime
saison-2025-2026-jupiler-pro-league-6-union-sg-vs-rsc-anderlecht,2025/26,2025-08-31,6,Journée 6,Jasper Vergoote,Royale Union St-Gilloise,Royal Sporting Club Anderlecht,2,0,16,9,5,4,7,3,4,2,5,5,7,17,1,2,,2,48.8,51.2,368,383,301,301,23,22,12,16,3,3,,3,33,24,17,7,,,1,2,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-7-standard-de-liege-vs-kv-mechelen,2025/26,2025-09-12,7,Journée 7,Nicolas Laforge,Standard de Liège,KV Mechelen,1,1,11,14,3,6,3,4,5,4,12,5,10,8,3,3,,,52.7,47.3,381,347,297,270,12,18,7,12,4,2,,2,24,38,7,9,,1,,1,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-7-fcv-dender-eh-vs-union-sg,2025/26,2025-09-13,7,Journée 7,Bert Verbeke,Dender EH,Royale Union St-Gilloise,0,1,4,19,2,4,2,12,,3,1,6,5,12,,,,,36.2,63.8,316,561,203,469,24,12,21,6,3,2,,1,46,26,12,5,,1,,1,3142,3412,,FullTime
saison-2025-2026-jupiler-pro-league-7-raal-la-louviere-vs-club-brugge,2025/26,2025-09-13,7,Journée 7,Bert Put,RAAL La Louvière,Club Brugge,1,0,14,21,4,6,8,5,2,10,5,6,15,10,,2,,,31.1,68.9,244,565,166,487,18,13,10,10,6,3,2,2,24,23,9,14,1,,,5,532,4231,,FullTime
saison-2025-2026-jupiler-pro-league-7-sv-zulte-waregem-vs-oh-leuven,2025/26,2025-09-13,7,Journée 7,Nathan Verboomen,SV Zulte Waregem,OH Leuven,2,0,12,25,8,6,3,13,1,6,2,6,14,18,3,4,,,42.9,57.1,344,433,256,351,14,14,9,10,7,6,2,3,38,15,18,13,1,,1,2,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-7-cercle-brugge-vs-sporting-charleroi,2025/26,2025-09-14,7,Journée 7,Jasper Vergoote,Cercle Brugge KSV,Sporting de Charleroi,2,3,8,9,2,4,4,3,2,2,4,3,7,12,1,2,,,56.1,43.9,454,364,344,255,13,15,7,10,1,,2,3,22,51,11,7,,3,,1,4132,4231,,FullTime
saison-2025-2026-jupiler-pro-league-7-royal-antwerp-fc-vs-kaa-gent,2025/26,2025-09-14,7,Journée 7,Lawrence Visser,Royal Antwerp FC,KAA Gent,1,2,22,9,7,6,6,2,9,1,5,1,8,12,4,2,,1,61.3,38.7,513,333,433,253,13,14,9,8,2,6,3,2,13,38,12,8,1,2,2,2,3142,3421,,FullTime
saison-2025-2026-jupiler-pro-league-7-rsc-anderlecht-vs-krc-genk,2025/26,2025-09-14,7,Journée 7,Lothar D'Hondt,Royal Sporting Club Anderlecht,KRC Genk,1,1,9,18,3,3,4,9,2,6,3,7,16,7,2,3,1,,29.8,70.2,280,651,210,603,19,9,8,3,2,2,3,3,34,13,7,16,1,1,1,3,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-7-stvv-vs-kvc-westerlo,2025/26,2025-09-14,7,Journée 7,Bram van Driessche,STVV,KVC Westerlo,0,3,17,12,3,6,9,5,5,1,8,3,11,14,1,2,,,62.6,37.4,522,313,436,234,15,21,9,13,3,3,6,1,16,46,14,11,,2,3,3,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-8-kaa-gent-vs-fcv-dender-eh,2025/26,2025-09-19,8,Journée 8,Jan Boterberg,KAA Gent,Dender EH,3,0,15,15,3,4,6,6,6,5,2,6,8,5,1,1,,,63.1,36.9,649,374,580,301,17,14,13,7,4,,,1,25,17,5,8,3,,1,4,3421,532,,FullTime
saison-2025-2026-jupiler-pro-league-8-oh-leuven-vs-raal-la-louviere,2025/26,2025-09-20,8,Journée 8,Wesli De Cremer,OH Leuven,RAAL La Louvière,1,2,8,5,1,3,4,1,3,1,2,1,22,16,4,3,,,66.8,33.2,477,236,378,150,18,9,10,6,1,,2,4,14,32,16,22,1,2,1,,3412,352,,FullTime
saison-2025-2026-jupiler-pro-league-8-rsc-anderlecht-vs-royal-antwerp-fc,2025/26,2025-09-20,8,Journée 8,Erik Lambrechts,Royal Sporting Club Anderlecht,Royal Antwerp FC,0,0,18,6,2,1,8,4,8,1,8,2,9,13,3,2,,,67.9,32.1,603,285,508,200,9,21,4,14,1,2,2,,11,44,12,9,,,1,,4231,3142,,FullTime
saison-2025-2026-jupiler-pro-league-8-sporting-charleroi-vs-sv-zulte-waregem,2025/26,2025-09-20,8,Journée 8,Michiel Allaerts,Sporting de Charleroi,SV Zulte Waregem,1,2,9,20,3,4,4,8,2,8,6,11,12,14,3,1,1,,35.7,64.3,262,489,202,429,11,9,5,7,2,2,6,2,36,20,12,11,1,1,,1,4231,442,,FullTime
saison-2025-2026-jupiler-pro-league-8-club-brugge-vs-stvv,2025/26,2025-09-21,8,Journée 8,Lothar D'Hondt,Club Brugge,STVV,2,0,20,7,9,3,6,2,5,2,5,,10,11,1,2,,,61.5,38.5,651,401,574,321,13,21,6,12,3,7,1,5,16,33,11,10,2,,2,,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-8-krc-genk-vs-union-sg,2025/26,2025-09-21,8,Journée 8,Nathan Verboomen,KRC Genk,Royale Union St-Gilloise,1,2,15,11,7,6,6,4,2,1,8,5,11,12,2,4,,,64.3,35.7,517,284,437,209,14,20,8,15,4,6,2,4,30,39,12,11,1,2,1,,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-8-kv-mechelen-vs-cercle-brugge,2025/26,2025-09-21,8,Journée 8,Bert Verbeke,KV Mechelen,Cercle Brugge KSV,0,0,13,16,2,5,5,7,6,4,7,7,6,17,1,3,,,49.5,50.5,330,339,244,253,22,20,15,15,5,2,2,1,27,31,16,5,,,,4,3412,442,,FullTime
saison-2025-2026-jupiler-pro-league-8-kvc-westerlo-vs-standard-de-liege,2025/26,2025-09-21,8,Journée 8,Kevin van Damme,KVC Westerlo,Standard de Liège,0,2,17,6,4,3,8,1,5,2,7,1,7,15,,5,,,60.4,39.6,498,341,413,252,13,12,10,9,1,4,2,8,10,45,15,7,,1,,,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-9-oh-leuven-vs-rsc-anderlecht,2025/26,2025-09-26,9,Journée 9,Simon Bourdeaud'hui,OH Leuven,Royal Sporting Club Anderlecht,1,1,17,10,8,2,8,5,1,3,2,5,16,7,4,3,,,39,61,314,504,244,419,12,10,5,5,1,6,2,3,33,35,6,16,,1,3,1,343,4231,,FullTime
saison-2025-2026-jupiler-pro-league-9-standard-de-liege-vs-club-brugge,2025/26,2025-09-27,9,Journée 9,Jasper Vergoote,Standard de Liège,Club Brugge,1,2,18,15,5,5,7,5,6,5,7,8,13,7,4,2,1,,36.6,63.4,288,521,220,450,11,11,5,5,3,4,1,1,21,38,7,11,,2,2,1,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-9-sv-zulte-waregem-vs-royal-antwerp-fc,2025/26,2025-09-27,9,Journée 9,Bert Verbeke,SV Zulte Waregem,Royal Antwerp FC,2,0,17,8,6,1,4,6,7,1,4,4,6,13,,1,,,42.7,57.3,358,476,287,406,14,17,11,13,1,4,1,4,25,30,13,5,2,,2,,4231,352,,FullTime
saison-2025-2026-jupiler-pro-league-9-union-sg-vs-kvc-westerlo,2025/26,2025-09-27,9,Journée 9,Nicolas Laforge,Royale Union St-Gilloise,KVC Westerlo,2,0,19,7,6,2,7,2,6,3,9,2,15,11,3,2,,,54.1,45.9,409,353,308,257,19,10,11,7,2,5,3,2,39,29,10,15,1,,2,1,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-9-cercle-brugge-vs-kaa-gent,2025/26,2025-09-28,9,Journée 9,Bert Put,Cercle Brugge KSV,KAA Gent,2,4,23,11,8,8,8,3,7,,10,2,12,9,2,3,,,49.8,50.2,360,384,285,295,17,20,10,10,4,5,1,2,16,50,9,12,1,4,5,,442,3421,,FullTime
saison-2025-2026-jupiler-pro-league-9-fcv-dender-eh-vs-raal-la-louviere,2025/26,2025-09-28,9,Journée 9,Anthony Letellier,Dender EH,RAAL La Louvière,0,0,10,10,2,2,5,5,3,3,4,2,8,7,1,3,,,63.1,36.9,512,290,424,217,18,8,8,5,2,2,3,3,28,39,7,8,,,,2,532,3142,,FullTime
saison-2025-2026-jupiler-pro-league-9-sporting-charleroi-vs-kv-mechelen,2025/26,2025-09-28,9,Journée 9,Bram van Driessche,Sporting de Charleroi,KV Mechelen,0,2,13,5,6,3,4,2,3,,5,3,6,10,,4,,,62.6,37.4,506,313,450,239,19,13,15,11,1,6,1,,9,42,10,5,,2,,1,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-9-stvv-vs-krc-genk,2025/26,2025-09-28,9,Journée 9,Lawrence Visser,STVV,KRC Genk,1,2,16,15,4,7,5,7,7,1,3,6,12,18,4,2,1,,36.5,63.5,294,525,212,446,26,15,12,9,5,4,2,2,33,26,18,10,,1,1,3,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-10-kaa-gent-vs-sporting-charleroi,2025/26,2025-10-03,10,Journée 10,Lawrence Visser,KAA Gent,Sporting de Charleroi,2,1,9,9,3,7,4,2,2,,4,2,5,9,2,4,,,62.1,37.9,579,351,494,268,6,8,3,7,6,1,1,,22,26,9,5,2,,1,1,3421,4231,,FullTime
saison-2025-2026-jupiler-pro-league-10-kv-mechelen-vs-stvv,2025/26,2025-10-04,10,Journée 10,Jasper Vergoote,KV Mechelen,STVV,1,3,10,19,3,9,4,4,3,6,5,9,18,14,3,1,,,49.9,50.1,385,385,304,309,26,19,12,8,6,3,,2,38,20,14,17,,2,2,1,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-10-raal-la-louviere-vs-sv-zulte-waregem,2025/26,2025-10-04,10,Journée 10,Kevin van Damme,RAAL La Louvière,SV Zulte Waregem,0,0,11,6,4,4,5,,2,2,12,1,12,8,2,3,,,35.9,64.1,245,480,178,411,12,17,7,12,5,4,2,,24,45,7,12,,,4,,3142,4231,,FullTime
saison-2025-2026-jupiler-pro-league-10-royal-antwerp-fc-vs-cercle-brugge,2025/26,2025-10-04,10,Journée 10,Nathan Verboomen,Royal Antwerp FC,Cercle Brugge KSV,1,1,18,12,10,2,6,5,2,5,8,3,14,12,1,1,,,47.1,52.9,303,343,197,245,13,19,6,11,1,9,5,3,18,38,11,14,,1,4,,3412,442,,FullTime
