match_id,season,date,round,referee,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,status
SP1_20251221_VILLARRE_BARCELON,2025/26,2025-12-21,,Javier Alberola Rojas,Villarreal,Barcelona,0,2,14,19,5,5,5,10,10,8,1,1,1,0,full_time
SP1_20251221_ELCHE_VALLECAN,2025/26,2025-12-21,,Adrián Cordero Vega,Elche,Vallecano,4,0,18,18,6,8,4,5,15,11,2,3,0,0,full_time
SP1_20251221_BETIS_GETAFE,2025/26,2025-12-21,,Miguel Sesma Espinosa,Betis,Getafe,4,0,19,15,8,3,7,5,13,12,0,1,0,0,full_time
SP1_20251222_ATHBILBA_ESPANOL,2025/26,2025-12-22,,Mateo Busquets Ferrer,Ath Bilbao,Espanol,1,2,17,10,7,5,8,4,10,9,5,2,0,0,full_time
SP1_20260102_VALLECAN_GETAFE,2025/26,2026-01-02,,Miguel Ortiz Arias,Vallecano,Getafe,1,1,13,12,4,4,3,2,13,10,3,4,0,0,full_time
SP1_20260103_CELTA_VALENCIA,2025/26,2026-01-03,,Ricardo de Burgos,Celta,Valencia,4,1,12,16,6,5,2,4,10,9,1,3,0,0,full_time
SP1_20260103_OSASUNA_ATHBILBA,2025/26,2026-01-03,,José Munuera Montero,Osasuna,Ath Bilbao,1,1,11,16,4,6,1,9,12,19,3,3,0,0,full_time
SP1_20260103_ELCHE_VILLARRE,2025/26,2026-01-03,,Isidro Díaz de Mera,Elche,Villarreal,1,3,15,12,2,4,6,2,8,11,3,3,0,0,full_time
SP1_20260103_ESPANOL_BARCELON,2025/26,2026-01-03,,Víctor García Acosta,Espanol,Barcelona,0,2,14,15,7,6,5,7,10,14,1,0,0,0,full_time
SP1_20260104_SEVILLA_LEVANTE,2025/26,2026-01-04,,Iosu Galech Apezteguía,Sevilla,Levante,0,3,15,6,7,4,5,1,16,10,3,4,0,0,full_time
SP1_20260104_REALMADR_BETIS,2025/26,2026-01-04,,Alejandro Hernández Hernández,Real Madrid,Betis,5,1,19,13,9,5,5,8,10,12,1,1,0,0,full_time
